nursery_site,species,date,batch_id,volume,calliper300,rcd,height_m,sizeindex,logSI,logvol,logH,logD,logRCD,climate_region,genus_species,variety,origin,leaf_type,slenderness,MAT,MAP
V,corymbia_maculata,6/20/2016,cm_50,50,19.64,29.53,2.447,48.05908,1.681775453,1.698970004,0.388633969,1.293141483,1.470263447,Victoria,corymbia_maculata,NA,native,evergreen,0.124592668,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_30cm,15,19.65,26.485,1.897,37.27605,1.571429886,1.176091259,0.278067331,1.293362555,1.422999977,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.09653944,13.35833333,1085
V,acer_rubrum_octoberglory,6/20/2016,arog_40cm,35,25.61,31.3,2.692,68.94212,1.838484634,1.544068044,0.430075056,1.408409578,1.495544338,Victoria,acer_rubrum,octoberglory,non-native,deciduous,0.105115189,13.35833333,1085
V,eucalyptus_reticulatus,6/20/2016,er_50,50,29.325,35.88,2.189,64.192425,1.807483782,1.698970004,0.340245762,1.467238021,1.554852434,Victoria,eucalyptus_reticulatus,NA,native,evergreen,0.074646206,13.35833333,1085
V,acer_rubrum_octoberglory,6/20/2016,arog_40cm,35,29.515,28.925,2.587,76.355305,1.882839216,1.544068044,0.412796429,1.470042788,1.461273368,Victoria,acer_rubrum,octoberglory,non-native,deciduous,0.087650347,13.35833333,1085
V,ficus_microcarpa_hilliiflash,6/20/2016,fh_50,50,17.325,26.365,1.357,23.510025,1.371253091,1.698970004,0.132579848,1.238673243,1.421027776,Victoria,ficus_microcarpa,hilliiflash,native,evergreen,0.078326118,13.35833333,1085
V,waterhousea_floribunda,6/20/2016,wf_40cm,35,25.67,33.5,1.984,50.92928,1.706967536,1.544068044,0.297541668,1.409425869,1.525044807,Victoria,waterhousea_floribunda,NA,native,evergreen,0.077288664,13.35833333,1085
V,eucalyptus_sideroxylon,6/20/2016,es_50,50,24.42,33.2,2.653,64.78626,1.81148291,1.698970004,0.42373725,1.38774566,1.521138084,Victoria,eucalyptus_sideroxylon,NA,native,evergreen,0.108640459,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_40cm,35,26.455,31.985,1.99,52.64545,1.721360842,1.544068044,0.298853076,1.422507766,1.504946355,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.075222075,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_40cm,35,19.795,30.095,1.846,36.54157,1.562787203,1.544068044,0.266231697,1.296555506,1.478494348,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.093255873,13.35833333,1085
V,ficus_microcarpa_hilliiflash,6/20/2016,fh_40cm,35,25.755,30.93,1.35,34.76925,1.541195323,1.544068044,0.130333768,1.410861554,1.49037992,Victoria,ficus_microcarpa,hilliiflash,native,evergreen,0.052417006,13.35833333,1085
V,eucalyptus_reticulatus,6/20/2016,er_100,100,34.91,34.71,2.288,79.87408,1.902405869,2,0.35945602,1.542949849,1.540454614,Victoria,eucalyptus_reticulatus,NA,native,evergreen,0.06553996,13.35833333,1085
V,eucalyptus_reticulatus,6/20/2016,er_100,100,31.79,34.645,2.416,76.80464,1.885387458,2,0.38309693,1.502290528,1.539640566,Victoria,eucalyptus_reticulatus,NA,native,evergreen,0.075998742,13.35833333,1085
V,waterhousea_floribunda,6/20/2016,wf_150,150,66.935,77.2,3.471,232.331385,2.366107881,2.176091259,0.540454614,1.825653268,1.8876173,Victoria,waterhousea_floribunda,NA,native,evergreen,0.051856278,13.35833333,1085
V,lophostemon_confertus,6/20/2016,lc_40cm,35,17.96,32.88,1.789,32.13044,1.506916673,1.544068044,0.252610341,1.254306332,1.516931809,Victoria,lophostemon_confertus,NA,native,evergreen,0.099610245,13.35833333,1085
V,corymbia_maculata,6/20/2016,cm_50,50,23.73,34.29,2.787,66.13551,1.820434707,1.698970004,0.445136969,1.375297738,1.535167485,Victoria,corymbia_maculata,NA,native,evergreen,0.117446271,13.35833333,1085
V,ficus_microcarpa_hilliiflash,6/20/2016,fh_100,100,45.5,51,2.555,116.2525,2.065402301,2,0.407390904,1.658011397,1.707570176,Victoria,ficus_microcarpa,hilliiflash,native,evergreen,0.056153846,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_40cm,35,28.065,29.965,1.995,55.989675,1.748107947,1.544068044,0.2999429,1.448165047,1.476614282,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.071084981,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_40cm,35,21.295,29.725,1.853,39.459635,1.596153064,1.544068044,0.267875419,1.328277644,1.473121863,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.087015731,13.35833333,1085
V,lophostemon_confertus,6/20/2016,lc_40cm,35,19.195,31.01,1.547,29.694665,1.47267843,1.544068044,0.189490314,1.283188116,1.491501766,Victoria,lophostemon_confertus,NA,native,evergreen,0.080593905,13.35833333,1085
V,acer_rubrum_octoberglory,6/20/2016,arog_100,100,35.33239737,55.06761031,3.699,130.6945379,2.116257437,2,0.568084331,1.548173106,1.74089623,Victoria,acer_rubrum,octoberglory,non-native,deciduous,0.104691452,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,26.79,31.48,2.278,61.02762,1.785526433,1.255272505,0.35755372,1.427972714,1.498034724,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.085031728,13.35833333,1085
V,ficus_microcarpa_hilliiflash,6/20/2016,fh_100,100,50,63.5,2.377,118.85,2.074999186,2,0.376029182,1.698970004,1.802773725,Victoria,ficus_microcarpa,hilliiflash,native,evergreen,0.04754,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_40cm,35,21.725,30.45,1.916,41.6251,1.61935529,1.544068044,0.282395505,1.336959785,1.483587297,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.088193326,13.35833333,1085
V,banksia_integrifolia,6/20/2016,bi_40cm,35,17.115,28.685,1.666,28.51359,1.455051901,1.544068044,0.221674997,1.233376903,1.457654854,Victoria,banksia_integrifolia,NA,native,evergreen,0.097341513,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_40cm,35,20.215,31.255,1.57,31.73755,1.501573398,1.544068044,0.195899652,1.305673746,1.494919503,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.0776651,13.35833333,1085
V,ficus_microcarpa_hilliiflash,6/20/2016,fh_40cm,35,26.655,32.705,1.549,41.288595,1.615830105,1.544068044,0.190051418,1.425778687,1.514614153,Victoria,ficus_microcarpa,hilliiflash,native,evergreen,0.058112924,13.35833333,1085
V,corymbia_maculata,6/20/2016,cm_50,50,23.08,33.545,2.901,66.95508,1.825783533,1.698970004,0.462547729,1.363235804,1.525627796,Victoria,corymbia_maculata,NA,native,evergreen,0.125693241,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_100,100,44.56338407,57.93239929,2.404,107.1303753,2.029912626,2,0.380934463,1.648978163,1.762921515,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.053945634,13.35833333,1085
V,corymbia_maculata,6/20/2016,cm_100,100,50.47,67.27,4.49,226.6103,2.355279646,2,0.652246341,1.703033305,1.827821428,Victoria,corymbia_maculata,NA,native,evergreen,0.088963741,13.35833333,1085
V,corymbia_maculata,6/20/2016,cm_100,100,48.365,54.68,2.66,128.6509,2.109412829,2,0.424881637,1.684531192,1.737828506,Victoria,corymbia_maculata,NA,native,evergreen,0.054998449,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,27.72,30.82,2.07,57.3804,1.758763571,1.255272505,0.315970345,1.442793226,1.488832634,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.074675325,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_40cm,35,18.77,26.92,1.72,32.2844,1.50899272,1.544068044,0.235528447,1.273464273,1.430075056,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.091635589,13.35833333,1085
V,acer_rubrum_octoberglory,6/20/2016,arog_100,100,39.78873577,53.15775099,4.397,174.9510712,2.242916606,2,0.643156466,1.59976014,1.725566598,Victoria,acer_rubrum,octoberglory,non-native,deciduous,0.110508663,13.35833333,1085
V,melia_azedarach,6/20/2016,ma_200,200,80.5324012,94.85634608,3.567,287.2590751,2.458273758,2.301029996,0.552303109,1.905970648,1.977066391,Victoria,melia_azedarach,NA,native,deciduous,0.044292731,13.35833333,1085
V,banksia_integrifolia,6/20/2016,bi_50,50,22.87,43.74,1.043,23.85341,1.377550473,1.698970004,0.018284308,1.359266165,1.640878779,Victoria,banksia_integrifolia,NA,native,evergreen,0.045605597,13.35833333,1085
V,acer_rubrum_octoberglory,6/20/2016,arog_100,100,40.42535555,51.88451145,4.383,177.1843334,2.248425319,2,0.641771471,1.606653848,1.715037732,Victoria,acer_rubrum,octoberglory,non-native,deciduous,0.108422052,13.35833333,1085
V,corymbia_ficifolia,6/20/2016,cf_50,50,20.915,30.875,1.859,38.880985,1.589737259,1.698970004,0.26927939,1.320457869,1.489606966,Victoria,corymbia_ficifolia,NA,native,evergreen,0.088883576,13.35833333,1085
V,waterhousea_floribunda,6/20/2016,wf_40cm,35,20.795,33.295,1.384,28.78028,1.459095015,1.544068044,0.14113609,1.317958925,1.522379019,Victoria,waterhousea_floribunda,NA,native,evergreen,0.06655446,13.35833333,1085
V,lophostemon_confertus,6/20/2016,lc_100,100,31.505,45.195,2.501,78.794005,1.896493176,2,0.398113692,1.498379484,1.655090391,Victoria,lophostemon_confertus,NA,native,evergreen,0.079384225,13.35833333,1085
V,acer_rubrum_octoberglory,6/20/2016,arog_40cm,35,22.61,29.7,2.548,57.61028,1.760499986,1.544068044,0.406199424,1.354300562,1.472756449,Victoria,acer_rubrum,octoberglory,non-native,deciduous,0.112693498,13.35833333,1085
V,acer_rubrum_octoberglory,6/20/2016,arog_40cm,35,26.775,31.7,2.854,76.41585,1.883183448,1.544068044,0.455453969,1.42772948,1.501059262,Victoria,acer_rubrum,octoberglory,non-native,deciduous,0.10659197,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_100,100,33.97,48.555,2.25,76.4325,1.883278065,2,0.352182518,1.531095547,1.686233958,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.066234913,13.35833333,1085
V,ficus_microcarpa_hilliiflash,6/20/2016,fh_40cm,35,27.505,32.105,1.475,40.569875,1.60820367,1.544068044,0.16879202,1.439411649,1.506572674,Victoria,ficus_microcarpa,hilliiflash,native,evergreen,0.053626613,13.35833333,1085
V,pyrus_calleryana_clevelandselect,6/20/2016,pcc_100,100,33.42253805,46.79155327,2.619,87.53362715,1.942174925,2,0.418135498,1.524039426,1.670167462,Victoria,pyrus_calleryana,clevelandselect,non-native,deciduous,0.078360297,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_100,100,46.47324338,57.6140894,2.449,113.812973,2.056191768,2,0.388988785,1.667202983,1.760528702,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.052696989,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_50,50,16.825,26.085,1.762,29.64565,1.471960977,1.698970004,0.246005904,1.225955073,1.416390841,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.104725111,13.35833333,1085
V,ficus_microcarpa_hilliiflash,6/20/2016,fh_40cm,35,25.445,30.39,1.31,33.33295,1.522873751,1.544068044,0.117271296,1.405602455,1.4827307,Victoria,ficus_microcarpa,hilliiflash,native,evergreen,0.051483592,13.35833333,1085
V,lagerstroemia_indica_sioux,6/20/2016,lis_200,200,50.29,55.27,3.675,184.81575,2.266738979,2.301029996,0.565257343,1.701481636,1.742489465,Victoria,lagerstroemia_indica,sioux,non-native,deciduous,0.073076158,13.35833333,1085
V,brachychiton_acerifolius_jerilderiered,6/20/2016,baj_50,50,33.485,77.83,1.259,42.157615,1.624876033,1.698970004,0.10002573,1.524850303,1.89114703,Victoria,brachychiton_acerifolius,jerilderiered,native,deciduous,0.037598925,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,25.685,29.275,2.756,70.78786,1.849958783,1.255272505,0.440279213,1.40967957,1.466496904,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.107299981,13.35833333,1085
V,tristaniopsis_laurina,6/20/2016,tl_50,50,40.955,55.555,2.034,83.30247,1.920657879,1.698970004,0.308350949,1.61230693,1.744723152,Victoria,tristaniopsis_laurina,NA,native,evergreen,0.049664266,13.35833333,1085
V,brachychiton_acerifolius_jerilderiered,6/20/2016,baj_50,50,27.095,78.835,1.26,34.1397,1.5332597,1.698970004,0.100370545,1.432889155,1.896719072,Victoria,brachychiton_acerifolius,jerilderiered,native,deciduous,0.046503045,13.35833333,1085
V,brachychiton_acerifolius_jerilderiered,6/20/2016,baj_50,50,47.395,97.08,1.201,56.921395,1.755275535,1.698970004,0.079543007,1.675732528,1.987129768,Victoria,brachychiton_acerifolius,jerilderiered,native,deciduous,0.025340226,13.35833333,1085
V,olea_europaea,6/20/2016,oe_50,50,29.215,39.94,1.581,46.188915,1.664537761,1.698970004,0.19893187,1.465605891,1.601408061,Victoria,olea_europaea,NA,non-native,evergreen,0.054116036,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_40cm,35,20.015,27.22,1.809,36.207135,1.558794161,1.544068044,0.257438567,1.301355594,1.434888121,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.090382213,13.35833333,1085
V,eucalyptus_sideroxylon,6/20/2016,es_50,50,25.82,38.015,2.96,76.4272,1.883247949,1.698970004,0.471291711,1.411956238,1.579954995,Victoria,eucalyptus_sideroxylon,NA,native,evergreen,0.114639814,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_30cm,15,15.75,22.155,1.74,27.405,1.437829806,1.176091259,0.240549248,1.197280558,1.345471754,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.11047619,13.35833333,1085
V,angophora_costata,6/20/2016,ac_100,100,59.515,72.57,4.101,244.071015,2.387516207,2,0.612889769,1.774626438,1.860757123,Victoria,angophora_costata,NA,native,evergreen,0.068906998,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_30cm,15,18.78,26.75,1.798,33.76644,1.528485275,1.176091259,0.254789687,1.273695588,1.427323786,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.095740149,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,26.765,35.53,2.19,58.61535,1.768011363,1.255272505,0.340444115,1.427567248,1.550595207,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.081823277,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_40cm,35,15.705,27.835,1.432,22.48956,1.351980959,1.544068044,0.155943018,1.196037941,1.444591226,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.091181152,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_50,50,19.15,28.01,1.809,34.64235,1.539607345,1.698970004,0.257438567,1.282168778,1.447313109,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.094464752,13.35833333,1085
V,banksia_integrifolia,6/20/2016,bi_40cm,35,24.16,43.735,2.078,50.20448,1.700742473,1.544068044,0.317645543,1.38309693,1.640829131,Victoria,banksia_integrifolia,NA,native,evergreen,0.086009934,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,27.445,28.995,2.981,81.813545,1.912825211,1.255272505,0.474361976,1.438463235,1.462323113,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.108617234,13.35833333,1085
V,acer_rubrum_octoberglory,6/20/2016,arog_150,150,62.39,72.62,5.227,326.11253,2.513367486,2.176091259,0.7182525,1.795114986,1.861056245,Victoria,acer_rubrum,octoberglory,non-native,deciduous,0.083779452,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_100,100,45.51831372,62.70704758,2.52,114.7061506,2.059586706,2,0.401400541,1.658186165,1.797316353,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.055362332,13.35833333,1085
V,ficus_microcarpa_hilliiflash,6/20/2016,fh_40cm,35,26.695,30.49,1.414,37.74673,1.576879335,1.544068044,0.150449409,1.426429925,1.484157424,Victoria,ficus_microcarpa,hilliiflash,native,evergreen,0.052968721,13.35833333,1085
V,waterhousea_floribunda,6/20/2016,wf_100,100,42.915,48.875,1.998,85.74417,1.933204601,2,0.300595484,1.632609117,1.68908677,Victoria,waterhousea_floribunda,NA,native,evergreen,0.046557148,13.35833333,1085
V,lagerstroemia_indica_sioux,6/20/2016,lis_100,100,36.60563691,39.78873577,2.837,103.8501919,2.016407303,2,0.452859336,1.563547968,1.59976014,Victoria,lagerstroemia_indica,sioux,non-native,deciduous,0.077501725,13.35833333,1085
V,acer_rubrum_octoberglory,6/20/2016,arog_40cm,35,24.22,32.75,2.718,65.82996,1.818423591,1.544068044,0.434249452,1.384174139,1.515211304,Victoria,acer_rubrum,octoberglory,non-native,deciduous,0.112221305,13.35833333,1085
V,angophora_costata,6/20/2016,ac_100,100,65.17,81.835,3.485,227.11745,2.356250503,2,0.542202782,1.814047721,1.912939087,Victoria,angophora_costata,NA,native,evergreen,0.053475526,13.35833333,1085
V,waterhousea_floribunda,6/20/2016,wf_100,100,48.15,59.99,3.247,156.34305,2.19407858,2,0.511482289,1.682596291,1.778078862,Victoria,waterhousea_floribunda,NA,native,evergreen,0.067435099,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_50,50,22.93,26.47,1.747,40.05871,1.60269696,1.698970004,0.242292905,1.360404055,1.422753941,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.076188399,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_40cm,35,22.26,24.645,1.764,39.26664,1.594023741,1.544068044,0.246498581,1.34752516,1.391728822,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.079245283,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_40cm,35,24.765,36.52,2.042,50.57013,1.70389407,1.544068044,0.310055738,1.393838332,1.562530769,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.082455078,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,29.555,31.435,2.934,86.71437,1.938091073,1.255272505,0.46746011,1.470630964,1.497413465,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.099272543,13.35833333,1085
V,jacaranda_mimosifolia,6/20/2016,jm_200,200,56.44,75.8,4.162,234.90328,2.370889081,2.301029996,0.619302076,1.751587005,1.879669206,Victoria,jacaranda_mimosifolia,NA,non-native,deciduous,0.073742027,13.35833333,1085
V,pyrus_calleryana_clevelandselect,6/20/2016,pcc_100,100,35.96901714,44.56338407,2.631,94.63448409,1.976049419,2,0.420120848,1.555928571,1.648978163,Victoria,pyrus_calleryana,clevelandselect,non-native,deciduous,0.073146286,13.35833333,1085
V,pyrus_calleryana_clevelandselect,6/20/2016,pcc_200,200,73.36,94.935,4.684,343.61824,2.536076209,2.301029996,0.670616886,1.865459323,1.977426355,Victoria,pyrus_calleryana,clevelandselect,non-native,deciduous,0.063849509,13.35833333,1085
V,pyrus_calleryana_clevelandselect,6/20/2016,pcc_100,100,35.96901714,47.10986316,2.299,82.6927704,1.917467542,2,0.361538971,1.555928571,1.673111843,Victoria,pyrus_calleryana,clevelandselect,non-native,deciduous,0.06391612,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,24.46,29.53,2.513,61.46798,1.788648941,1.255272505,0.400192489,1.388456453,1.470263447,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.102739166,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_40cm,35,21.92,34.095,1.616,35.42272,1.549281906,1.544068044,0.208441356,1.34084055,1.532690695,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.073722628,13.35833333,1085
V,pyrus_calleryana_clevelandselect,6/20/2016,pcc_100,100,33.42253805,42.65352475,2.37,79.21141518,1.898787772,2,0.374748346,1.524039426,1.629954926,Victoria,pyrus_calleryana,clevelandselect,non-native,deciduous,0.070910234,13.35833333,1085
V,eucalyptus_reticulatus,6/20/2016,er_50,50,31.985,34.13,2.587,82.745195,1.917742784,1.698970004,0.412796429,1.504946355,1.533136288,Victoria,eucalyptus_reticulatus,NA,native,evergreen,0.080881663,13.35833333,1085
V,eucalyptus_reticulatus,6/20/2016,er_100,100,25.08,30.215,2.154,54.02232,1.732573231,2,0.333245699,1.399327532,1.480222599,Victoria,eucalyptus_reticulatus,NA,native,evergreen,0.085885167,13.35833333,1085
V,waterhousea_floribunda,6/20/2016,wf_150,150,61.325,71.21,3.764,230.8273,2.363287172,2.176091259,0.575649615,1.787637557,1.852540986,Victoria,waterhousea_floribunda,NA,native,evergreen,0.061377905,13.35833333,1085
V,pyrus_calleryana_clevelandselect,6/20/2016,pcc_200,200,76.73,100.67,4.399,337.53527,2.52831916,2.301029996,0.643353962,1.884965198,2.002900069,Victoria,pyrus_calleryana,clevelandselect,non-native,deciduous,0.057330901,13.35833333,1085
V,lophostemon_confertus,6/20/2016,lc_40cm,35,17.755,26.12,1.172,20.80886,1.318248288,1.544068044,0.068927612,1.249320677,1.416973173,Victoria,lophostemon_confertus,NA,native,evergreen,0.066009575,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_40cm,35,21.17,30.515,1.561,33.04637,1.519123761,1.544068044,0.193402903,1.325720858,1.484513374,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.073736419,13.35833333,1085
V,ficus_microcarpa_hilliiflash,6/20/2016,fh_40cm,35,25.64,30.61,1.359,34.84476,1.542137478,1.544068044,0.133219457,1.408918021,1.48586333,Victoria,ficus_microcarpa,hilliiflash,native,evergreen,0.05300312,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_100,100,47.74648293,58.56901906,2.369,113.1114181,2.053506447,2,0.374565061,1.678941386,1.76766795,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.04961622,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_40cm,35,20.82,30.835,2.044,42.55608,1.628961617,1.544068044,0.310480891,1.318480725,1.489043953,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.098174832,13.35833333,1085
V,lophostemon_confertus,6/20/2016,lc_40cm,35,21.865,32.46,1.867,40.821955,1.6108938,1.544068044,0.271144318,1.339749482,1.511348515,Victoria,lophostemon_confertus,NA,native,evergreen,0.085387606,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,26.67,32.47,2.684,71.58228,1.854805527,1.255272505,0.428782511,1.426023016,1.511482289,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.10063742,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_40cm,35,13.805,23.145,1.115,15.392575,1.187311278,1.544068044,0.047274867,1.140036411,1.364457185,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.080767838,13.35833333,1085
V,corymbia_ficifolia,6/20/2016,cf_40cm,35,23.09,32.35,1.612,37.22108,1.57078897,1.544068044,0.207365037,1.363423933,1.509874285,Victoria,corymbia_ficifolia,NA,native,evergreen,0.069813772,13.35833333,1085
V,banksia_integrifolia,6/20/2016,bi_40cm,35,17.97,35.89,2.499,44.90703,1.652314333,1.544068044,0.397766256,1.254548077,1.554973458,Victoria,banksia_integrifolia,NA,native,evergreen,0.139065109,13.35833333,1085
V,melia_azedarach,6/20/2016,ma_200,200,85.395,101.935,3.774,322.28073,2.508234339,2.301029996,0.576801896,1.931432443,2.008323327,Victoria,melia_azedarach,NA,native,deciduous,0.044194625,13.35833333,1085
V,banksia_integrifolia,6/20/2016,bi_40cm,35,18.4,32.455,1.984,36.5056,1.562359491,1.544068044,0.297541668,1.264817823,1.511281613,Victoria,banksia_integrifolia,NA,native,evergreen,0.107826087,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_50,50,19.2,25.32,1.998,38.3616,1.583896713,1.698970004,0.300595484,1.283301229,1.403463701,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.1040625,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_50,50,21.085,26.86,2.008,42.33868,1.626737314,1.698970004,0.302763708,1.323973605,1.429106008,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.095233578,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_50,50,17.895,25.37,2.051,36.702645,1.564697363,1.698970004,0.31196566,1.252731703,1.404320467,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.11461302,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,6/20/2016,elr_40cm,35,12.785,25.84,1.15,14.70275,1.167398573,1.544068044,0.06069784,1.106700732,1.412292509,Victoria,eucalyptus_leucoxylon,rosea,native,evergreen,0.089949159,13.35833333,1085
V,tristaniopsis_laurina,6/20/2016,tl_50,50,33.845,53.04,1.851,62.647095,1.796900937,1.698970004,0.267406419,1.529494518,1.724603515,Victoria,tristaniopsis_laurina,NA,native,evergreen,0.054690501,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,21.97,29.985,2.607,57.27579,1.757971088,1.255272505,0.416141031,1.341830057,1.476904053,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.118661812,13.35833333,1085
V,banksia_integrifolia,6/20/2016,bi_40cm,35,17.31,33.955,1.779,30.79449,1.488473016,1.544068044,0.250175948,1.238297068,1.530903735,Victoria,banksia_integrifolia,NA,native,evergreen,0.102772964,13.35833333,1085
V,tristaniopsis_laurina,6/20/2016,tl_50,50,35.36,51.14,2.424,85.71264,1.933044872,1.698970004,0.384532615,1.548512256,1.708760724,Victoria,tristaniopsis_laurina,NA,native,evergreen,0.068552036,13.35833333,1085
V,lagerstroemia_indica_natchez,6/20/2016,lin_33cm,18,27.405,32.42,3.097,84.873285,1.928771012,1.255272505,0.490941205,1.437829806,1.510813011,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.113008575,13.35833333,1085
V,lophostemon_confertus,6/20/2016,lc_40cm,35,22.17,30.965,1.816,40.26072,1.604881537,1.544068044,0.259115844,1.345765693,1.490871084,Victoria,lophostemon_confertus,NA,native,evergreen,0.081912494,13.35833333,1085
V,waterhousea_floribunda,6/20/2016,wf_100,100,41.57,49.595,2.162,89.87434,1.953635714,2,0.33485569,1.618780025,1.695437895,Victoria,waterhousea_floribunda,NA,native,evergreen,0.05200866,13.35833333,1085
V,magnolia_grandiflora_littlegem,6/20/2016,mgl_50,50,20.58,29.285,1.834,37.74372,1.576844702,1.698970004,0.263399331,1.31344537,1.466645228,Victoria,magnolia_grandiflora,littlegem,non-native,evergreen,0.089115646,13.35833333,1085
V,lagerstroemia_indica_sioux,6/20/2016,lis_100,100,38.51549623,42.97183463,2.818,108.5366684,2.035576486,2,0.449940989,1.585635498,1.633183896,Victoria,lagerstroemia_indica,sioux,non-native,deciduous,0.073165356,13.35833333,1085
V,banksia_integrifolia,6/20/2016,bi_50,50,25.34,46.23,1.835,46.4989,1.667442679,1.698970004,0.263636069,1.403806611,1.664923893,Victoria,banksia_integrifolia,NA,native,evergreen,0.072415154,13.35833333,1085
V,banksia_integrifolia,6/20/2016,bi_40cm,35,18.895,31.965,1.735,32.782825,1.515646375,1.544068044,0.239299479,1.276346896,1.504674709,Victoria,banksia_integrifolia,NA,native,evergreen,0.091823234,13.35833333,1085
