nursery_site,species,genus_species,volume,climate_region,origin,leaf_type,calliper300.mean,rcd.mean,height_m.mean,sizeindex.mean,calliper300.se,rcd.se,height_m.se,sizeindex.se,MAT,MAP
I,eucalyptus_victrix,eucalyptus_victrix,150,Western Australia,native,evergreen,24.65475,32.213,2.0191,49.95602825,0.802795402,0.889517122,0.05243567,2.129597051,18.33333333,760
I,corymbia_maculata,corymbia_maculata,200,Western Australia,native,evergreen,44.3965,54.948,3.7852,170.2555515,1.654087644,1.860989317,0.089956206,9.660643093,18.33333333,760
I,eucalyptus_victrix,eucalyptus_victrix,400,Western Australia,native,evergreen,52.80346154,68.81884615,3.061076923,161.9819981,2.669229781,2.331585666,0.115189057,10.72689018,18.33333333,760
I,ulmus_parvifolia_todd,ulmus_parvifolia,400,Western Australia,non-native,deciduous,86.24475,99.652025,5.3796,466.5767215,2.503423458,2.31486577,0.16837548,23.00567621,18.33333333,760
I,callistemon_kingsparkspecial,callistemon_kingsparkspecial,300,Western Australia,native,evergreen,58.8515,71.463,3.3336,196.7998865,1.233806215,1.6877208,0.056608136,6.371114624,18.33333333,760
I,araucaria_heterophylla,araucaria_heterophylla,75,Western Australia,native,evergreen,26.95975,30.197,1.26805,34.501359,0.65123026,0.805890191,0.041155768,1.778899583,18.33333333,760
I,callistemon_kingsparkspecial,callistemon_kingsparkspecial,75,Western Australia,native,evergreen,27.33325,40.11775,1.77875,48.77019275,1.084665439,0.697578375,0.033577238,2.24410664,18.33333333,760
I,melaleuca_rhaphiophylla,melaleuca_rhaphiophylla,35,Western Australia,native,evergreen,29.35711111,43.14111111,1.632022222,48.91365978,1.046353293,1.010822571,0.051683472,2.88651094,18.33333333,760
I,magnolia_grandiflora_littlegem,magnolia_grandiflora,35,Western Australia,non-native,evergreen,20.78666667,27.57285714,1.256619048,26.4142831,0.765955312,0.720006578,0.02975563,1.466284011,18.33333333,760
I,melaleuca_rhaphiophylla,melaleuca_rhaphiophylla,75,Western Australia,native,evergreen,38.3955,52.174,1.7985,69.4587495,1.486286962,2.156929579,0.044786834,3.882191144,18.33333333,760
I,magnolia_grandiflora_littlegem,magnolia_grandiflora,500,Western Australia,non-native,evergreen,102.4798679,113.2546575,4.0696,418.1701273,2.392787798,2.482817112,0.07134639,14.36213383,18.33333333,760
I,agonis_flexuosa,agonis_flexuosa,300,Western Australia,native,evergreen,67.659,85.04525,2.8797,196.4356898,2.621518458,3.097087054,0.09514687,11.52227329,18.33333333,760
I,hibiscus_tiliaceus_rubra,hibiscus_tiliaceus,75,Western Australia,native,evergreen,27.7336,33.0328,2.00368,55.6549818,0.487210899,0.435031616,0.03970532,1.55787835,18.33333333,760
I,eucalyptus_victrix,eucalyptus_victrix,1000,Western Australia,native,evergreen,68.14214286,83.18071429,3.487142857,235.1132707,4.247291134,2.778695615,0.13905967,10.34051257,18.33333333,760
I,lagerstroemia_indica_sioux,lagerstroemia_indica,75,Western Australia,non-native,deciduous,14.1465,19.07675,1.3967,19.9647175,0.655291729,0.772214031,0.047914897,1.337558961,18.33333333,760
I,jacaranda_mimosifolia,jacaranda_mimosifolia,75,Western Australia,non-native,deciduous,31.44666667,44.51583333,2.42,77.02723667,1.627133301,1.298526355,0.160931663,8.361324428,18.33333333,760
I,callistemon_kingsparkspecial,callistemon_kingsparkspecial,35,Western Australia,native,evergreen,18.49375,29.62,1.3535,25.51815333,0.98871667,1.391654917,0.058737023,2.344299453,18.33333333,760
I,eucalyptus_sideroxylon_rosea,eucalyptus_sideroxylon,400,Western Australia,native,evergreen,58.4965,76.5155,3.4224,200.4305088,1.34946759,1.816403941,0.072215044,6.455210439,18.33333333,760
I,ulmus_parvifolia_todd,ulmus_parvifolia,1500,Western Australia,non-native,deciduous,115.7304167,127.4720833,6.862583333,796.2002696,3.408024869,3.392868772,0.10826136,32.18323897,18.33333333,760
J,zelkova_serrata_greenvase,zelkova_serrata,150,Victoria,non-native,deciduous,42.362,61.15375,4.40555,186.8252735,0.7513898,2.072810159,0.070508845,5.046687122,13.95,977
J,corymbia_maculata,corymbia_maculata,100,Victoria,native,evergreen,43.24525,59.75215,4.17695,180.950422,1.057371585,1.425731711,0.069667612,5.866611621,13.95,977
J,lophostemon_confertus,lophostemon_confertus,200,Victoria,native,evergreen,61.73625,80.4735,4.95405,306.5306388,1.139515183,1.670102467,0.057505491,7.98737173,13.95,977
J,tristaniopsis_laurina_luscious,tristaniopsis_laurina,75,Victoria,native,evergreen,39.86925,52.4135,2.8984,115.6619358,0.680467552,0.842317769,0.032277775,2.554583296,13.95,977
J,lagerstroemia_indica_tuscarora,lagerstroemia_indica,300,Victoria,non-native,deciduous,98.7225,106.985,4.6865,462.278515,3.3875,3.725,0.1135,4.670515,13.95,977
J,corymbia_maculata,corymbia_maculata,150,Victoria,native,evergreen,59.968,76.24175,5.27535,317.425183,1.232689955,1.350683076,0.09754182,10.59671347,13.95,977
J,waterhousea_floribunda,waterhousea_floribunda,300,Victoria,native,evergreen,68.0935,81.986,3.9621,270.174667,1.149463611,1.685245633,0.079526093,7.851305811,13.95,977
J,magnolia_grandiflora_littlegem,magnolia_grandiflora,1500,Victoria,non-native,evergreen,207.6653697,236.6952314,5.6688,1173.629559,10.30685249,7.641161252,0.18750824,50.80190444,13.95,977
J,corymbia_maculata,corymbia_maculata,500,Victoria,native,evergreen,84.3055,106.3482,6.24055,526.3725335,0.767667168,1.258843435,0.099159533,10.47254969,13.95,977
J,elaeocarpus_reticulatus,elaeocarpus_reticulatus,45,Victoria,native,evergreen,31.4925,41.90867647,2.335352941,73.75309529,0.573726881,0.679451956,0.039533327,2.035220725,13.95,977
J,melia_azedarach,melia_azedarach,500,Victoria,native,deciduous,152.9479003,177.1394517,5.967,907.8673827,8.116902098,0.477464829,0.588,41.49981057,13.95,977
J,lophostemon_confertus,lophostemon_confertus,100,Victoria,native,evergreen,47.02625,61.1575,3.99885,188.0031433,0.896363918,1.550873332,0.068825342,4.675997308,13.95,977
J,quercus_palustris,quercus_palustris,2500,Victoria,non-native,deciduous,160.3,217.5,8.753,1407.2535,9.360288457,19.24512925,0.378627786,111.6812703,13.95,977
J,araucaria_heterophylla,araucaria_heterophylla,100,Victoria,native,evergreen,59.55525,70.727,3.57425,213.3227168,0.693472429,0.715148623,0.072727678,5.901143174,13.95,977
J,magnolia_grandiflora_littlegem,magnolia_grandiflora,75,Victoria,non-native,evergreen,36.4105,57,2.18985,79.67484625,0.440906348,10.21437793,0.035971354,1.451695299,13.95,977
J,ulmus_parvifolia,ulmus_parvifolia,100,Victoria,non-native,deciduous,36.7925,52.27675,3.3044,121.5702513,0.746176261,1.501029264,0.04943653,3.113837464,13.95,977
J,waterhousea_floribunda,waterhousea_floribunda,100,Victoria,native,evergreen,44.71775,61.5145,3.4878,156.0709078,0.512059628,0.998029038,0.069833358,3.894891992,13.95,977
J,ficus_microcarpa_hilliiflash,ficus_microcarpa,500,Victoria,native,evergreen,117.74,123.1896154,4.834153846,572.4008438,2.508685873,1.822210853,0.138144566,26.93841651,13.95,977
J,ulmus_parvifolia,ulmus_parvifolia,300,Victoria,non-native,deciduous,69.35375,98.24625,5.46925,379.4818688,1.038563461,1.173957649,0.113780765,11.72507329,13.95,977
J,liquidambar_styraciflua,liquidambar_styraciflua,300,Victoria,non-native,deciduous,106.6627491,143.2105115,7.148727273,762.3498624,2.568611984,9.280988034,0.115001351,20.7255529,13.95,977
J,elaeocarpus_reticulatus,elaeocarpus_reticulatus,100,Victoria,native,evergreen,37.6726,45.7276,3.44012,129.6467166,0.369086047,0.743590452,0.031171532,1.879288818,13.95,977
J,magnolia_grandiflora_littlegem,magnolia_grandiflora,200,Victoria,non-native,evergreen,77.55090909,95.12863636,4.612,357.7063805,1.080510573,1.310091269,0.075228742,7.918697588,13.95,977
J,araucaria_heterophylla,araucaria_heterophylla,200,Victoria,native,evergreen,93.67666667,109.8772222,4.302888889,403.4607039,1.660232372,1.661161556,0.062954667,10.81456656,13.95,977
J,angophora_costata,angophora_costata,100,Victoria,native,evergreen,49.97,60.7015,4.1497,207.64719,1.212724043,1.272078133,0.087752316,7.08774255,13.95,977
J,magnolia_grandiflora,magnolia_grandiflora,2500,Victoria,non-native,evergreen,181.1183252,209.8192666,5.867833333,1064.373245,4.214852413,10.06430447,0.187916545,49.23375258,13.95,977
J,jacaranda_mimosifolia,jacaranda_mimosifolia,75,Victoria,non-native,deciduous,39.885,56.9725,3.16965,126.8289793,0.683140966,1.267332232,0.058538664,3.955222457,13.95,977
K,corymbia_citriodora,corymbia_citriodora,100,Victoria,native,evergreen,34.88111111,46.38703704,3.397740741,118.6772252,0.752498655,0.73511033,0.047198997,3.277969726,13.35833333,1085
K,acer_freemanii_autumnblaze,acer_freemanii,150,Victoria,non-native,deciduous,43.09475,48.989,4.27,183.9918433,0.294777676,0.496866312,0.036012279,1.89123733,13.35833333,1085
K,ulmus_parvifolia_reflection,ulmus_parvifolia,150,Victoria,non-native,deciduous,39.4455,56.622,3.4614,136.657387,0.425411859,0.785211705,0.038112741,2.466253128,13.35833333,1085
K,angophora_costata,angophora_costata,100,Victoria,native,evergreen,40.0335,49.06625,2.89555,116.4974663,0.926791941,1.211929892,0.061336881,4.514996433,13.35833333,1085
K,pyrus_calleryana_chanticleer,pyrus_calleryana,300,Victoria,non-native,deciduous,79.61083333,100.8375,4.549666667,362.1433758,1.801139184,5.03315437,0.117700939,12.22471806,13.35833333,1085
K,acer_freemanii_autumnblaze,acer_freemanii,45,Victoria,non-native,deciduous,30.98788889,36.06255556,2.932533333,90.87466611,0.388690773,0.455247979,0.033116623,1.510414793,13.35833333,1085
K,callistemon_kingsparkspecial,callistemon_kingsparkspecial,45,Victoria,native,evergreen,25.66946154,34.21830769,2.497046154,64.04222846,0.462283748,0.384666021,0.02565292,1.251966608,13.35833333,1085
K,brachychiton_acerifolius,brachychiton_acerifolius,750,Victoria,native,deciduous,138.6239554,148.2528295,5.04375,699.3771129,4.668243558,5.34118393,0.079951418,27.79489373,13.35833333,1085
K,platanus_acerifolia,platanus_acerifolia,150,Victoria,non-native,deciduous,53.3856,65.1026,4.22564,225.9343376,0.475563729,0.711624615,0.084392454,5.478595706,13.35833333,1085
K,zelkova_serrata_greenvase,zelkova_serrata,45,Victoria,non-native,deciduous,27.4228125,36.42625,3.567125,98.20048844,0.624233525,1.100114151,0.070669175,3.570451053,13.35833333,1085
K,olea_europaea_tolleysupright,olea_europaea,45,Victoria,non-native,evergreen,19.75666667,24.84871795,1.657692308,32.90989013,0.358624713,0.384099527,0.034216765,1.038853301,13.35833333,1085
K,pyrus_calleryana_chanticleer,pyrus_calleryana,45,Victoria,non-native,deciduous,32.70277778,51.44077778,2.604088889,85.44425022,0.427868913,3.251527531,0.023913899,1.71525286,13.35833333,1085
K,lophostemon_confertus,lophostemon_confertus,100,Victoria,native,evergreen,35.036,40.9525,2.8851,101.8308885,1.873129556,1.025597725,0.061428269,7.708725871,13.35833333,1085
K,ulmus_parvifolia_allee,ulmus_parvifolia,750,Victoria,non-native,deciduous,69.5305,78.9185,4.2177,293.3075125,0.921273409,2.290373702,0.090104267,7.535349462,13.35833333,1085
K,ulmus_parvifolia_reflection,ulmus_parvifolia,45,Victoria,non-native,deciduous,26.51636364,39.17272727,2.441272727,65.21935818,0.979851587,1.727916292,0.097287679,4.410431489,13.35833333,1085
K,araucaria_heterophylla,araucaria_heterophylla,1500,Victoria,native,evergreen,193.3732559,265.1521352,6.722,1300.264691,2.06901426,9.230986699,0.198,52.19581852,13.35833333,1085
K,lagerstroemia_indica_zuni,lagerstroemia_indica,45,Victoria,non-native,deciduous,19.00667778,22.91533333,1.630755556,31.12599673,0.336523855,0.358513746,0.021020556,0.808717886,13.35833333,1085
K,zelkova_serrata_goldenflame,zelkova_serrata,45,Victoria,non-native,deciduous,23.65857143,34.72964286,2.472857143,58.50064821,0.528279768,0.9340398,0.07535264,2.147933091,13.35833333,1085
K,lagerstroemia_indica_tuscarora,lagerstroemia_indica,150,Victoria,non-native,deciduous,51.00409091,54.02909091,3.194,163.0952545,1.028822102,1.503640101,0.06195805,5.306991053,13.35833333,1085
K,gleditsia_triacanthos_continental,gleditsia_triacanthos,45,Victoria,non-native,deciduous,24.54784091,38.35977273,2.371409091,58.18996125,0.299228015,0.539484915,0.038689723,1.1483115,13.35833333,1085
K,magnolia_grandiflora_greenback,magnolia_grandiflora,300,Victoria,non-native,evergreen,70.5635,79.818,3.1648,223.227655,2.355439809,0.784064977,0.029369599,7.485122472,13.35833333,1085
K,gleditsia_triacanthos_sunburst,gleditsia_triacanthos,45,Victoria,non-native,deciduous,22.46877778,35.27677778,2.890088889,64.87850811,0.215161741,0.441436022,0.045584208,1.117541521,13.35833333,1085
K,angophora_costata,angophora_costata,45,Victoria,native,evergreen,25.06977778,34.77133333,2.027377778,51.20446789,0.588091202,0.763990543,0.042456743,1.824068433,13.35833333,1085
K,lagerstroemia_indica_kiowa,lagerstroemia_indica,45,Victoria,non-native,deciduous,28.27233333,33.90433333,2.032,57.61424933,0.7248576,0.762593767,0.041380004,2.215663946,13.35833333,1085
K,ulmus_parvifolia_athena,ulmus_parvifolia,300,Victoria,non-native,deciduous,64.944,71.27466667,3.333333333,216.4956983,1.04533057,0.774576146,0.048069361,4.766437591,13.35833333,1085
K,lophostemon_confertus,lophostemon_confertus,45,Victoria,native,evergreen,29.61077778,38.43966667,2.469577778,73.248122,0.405628517,0.704311334,0.028398419,1.452806351,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,fraxinus_pennsylvanica,45,Victoria,non-native,deciduous,26.91755556,44.03888889,2.450666667,66.07219533,0.271987244,0.759293895,0.023216504,1.054697629,13.35833333,1085
K,ulmus_parvifolia_allee,ulmus_parvifolia,300,Victoria,non-native,deciduous,58.51892857,66.49178571,4.126714286,241.2325886,0.682955998,0.934748689,0.122880646,7.057053138,13.35833333,1085
K,ulmus_parvifolia_todd,ulmus_parvifolia,300,Victoria,non-native,deciduous,58.08,80.00375,4.289,249.9031138,2.941515341,3.241014743,0.091555994,17.81046535,13.35833333,1085
K,araucaria_heterophylla,araucaria_heterophylla,300,Victoria,native,evergreen,104.515,111.9825,4.6755,488.5399375,1.61,1.2175,0.0745,0.2588125,13.35833333,1085
K,pyrus_calleryana_chanticleer,pyrus_calleryana,150,Victoria,non-native,deciduous,51.423125,64.28375,3.712,190.460695,1.423755703,1.136787355,0.058312888,3.553054256,13.35833333,1085
K,lagerstroemia_indica_biloxi,lagerstroemia_indica,45,Victoria,non-native,deciduous,31.435375,34.093125,2.818325,88.6644575,0.309969725,0.328277883,0.02483872,1.298072646,13.35833333,1085
K,ulmus_parvifolia_todd,ulmus_parvifolia,150,Victoria,non-native,deciduous,32.721,43.03775,3.0572,100.225959,0.394757187,0.873860798,0.061764476,2.68723006,13.35833333,1085
K,gleditsia_triacanthos_elegantissima,gleditsia_triacanthos,45,Victoria,non-native,deciduous,16.02755556,31.79433333,1.964711111,31.57249767,0.270435798,0.545816657,0.020336205,0.716121185,13.35833333,1085
K,waterhousea_floribunda,waterhousea_floribunda,45,Victoria,native,evergreen,27.34425,38.61975,1.5804,43.2586935,0.563132717,0.485479616,0.032740961,1.354509643,13.35833333,1085
K,ulmus_parvifolia_todd,ulmus_parvifolia,75,Victoria,non-native,deciduous,33.94214286,45.69214286,3.262142857,110.8995264,0.842313889,2.381473598,0.111932256,5.00197158,13.35833333,1085
K,zelkova_serrata_musashino,zelkova_serrata,45,Victoria,non-native,deciduous,24.63783333,35.899,2.829533333,69.74594867,0.277663143,0.539279447,0.042601569,1.372543909,13.35833333,1085
K,lagerstroemia_indica_sioux,lagerstroemia_indica,300,Victoria,non-native,deciduous,50.91928571,56.04571429,3.139571429,159.6770193,0.771945153,0.764751305,0.099924938,4.681790362,13.35833333,1085
K,olea_europaea_newnoricamission,olea_europaea,45,Victoria,non-native,evergreen,21.90444444,26.71925926,2.119222222,46.8607463,0.661866982,0.552811301,0.056918203,2.2911593,13.35833333,1085
K,brachychiton_acerifolius,brachychiton_acerifolius,150,Victoria,native,deciduous,95.8775,110.2366667,3.0435,291.9081125,3.15367636,4.77669458,0.05067922,11.34474453,13.35833333,1085
K,olea_europaea_swanhill,olea_europaea,45,Victoria,non-native,evergreen,20.99888889,27.27133333,2.144133333,45.20893811,0.416414981,0.478865331,0.027375607,1.208588127,13.35833333,1085
K,lagerstroemia_indica_natchez,lagerstroemia_indica,45,Victoria,non-native,deciduous,24.26577778,28.882,2.153511111,52.46541311,0.346649728,0.393322721,0.028378015,1.228933372,13.35833333,1085
K,lagerstroemia_indica_sioux,lagerstroemia_indica,45,Victoria,non-native,deciduous,18.79077778,21.21866667,1.720444444,32.35766411,0.185826774,0.308717059,0.018895421,0.521981427,13.35833333,1085
K,pyrus_calleryana_chanticleer,pyrus_calleryana,750,Victoria,non-native,deciduous,88.0795,110.483,5.1147,450.6178,1.278041568,2.509198655,0.060088463,9.263783749,13.35833333,1085
K,zelkova_serrata_wireless,zelkova_serrata,45,Victoria,non-native,deciduous,25.69955556,35.37755556,2.765088889,70.90324844,0.301510123,0.538957505,0.046375083,1.285524714,13.35833333,1085
K,lagerstroemia_fauriei_fantasy,lagerstroemia_fauriei,45,Victoria,non-native,deciduous,27.96344444,32.70766667,2.235155556,62.55908589,0.212583485,0.271707917,0.029556383,1.028022599,13.35833333,1085
K,fraxinus_pennsylvanica_cimmaron,fraxinus_pennsylvanica,45,Victoria,non-native,deciduous,28.53677778,42.72355556,2.621133333,74.82345733,0.404017706,0.939373416,0.019075305,1.208395098,13.35833333,1085
L,acer_freemanii,acer_freemanii,40,South Australia,non-native,deciduous,23.616,28.18957778,2.659,63.10263111,0.269520084,0.308618626,0.03884122,1.531639376,14.025,733
L,acer_freemanii,acer_freemanii,200,South Australia,non-native,deciduous,45.8975,57.3290625,3.70925,170.3988291,0.788421419,1.000200003,0.066764792,4.569718311,14.025,733
L,acer_freemanii,acer_freemanii,20,South Australia,non-native,deciduous,18.321,23.10888889,2.339377778,42.97077278,0.227354493,2.189203299,0.02888291,0.874538434,14.025,733
L,agonis_flexuosa,agonis_flexuosa,45,South Australia,native,evergreen,24.11884615,32.32038462,1.642461538,39.832985,1.200501385,1.446645596,0.046648799,2.379462998,14.025,733
L,ulmus_parvifolia_todd,ulmus_parvifolia,200,South Australia,non-native,deciduous,57.88625,70.70375,3.42775,198.5202588,0.835664344,0.752139656,0.111542499,7.853928049,14.025,733
L,acer_freemanii,acer_freemanii,100,South Australia,non-native,deciduous,34.1085,38.743,3.17115,108.2914415,0.367744745,0.466452231,0.031386577,1.980192071,14.025,733
L,lagerstroemia_indica_natchez,lagerstroemia_indica,100,South Australia,non-native,deciduous,27.49025,31.3825,2.30355,63.37992025,0.442116244,0.528542248,0.020118789,1.31951402,14.025,733
L,corymbia_citriodora,corymbia_citriodora,40,South Australia,native,evergreen,28.32666667,35.5775,2.76,78.50816,1.099984596,2.139357672,0.071416151,4.916677038,14.025,733
L,fraxinus_pennsylvanica_cimmaron,fraxinus_pennsylvanica,100,South Australia,non-native,deciduous,36.65375,55.9735,2.78035,101.9690178,1.052415009,1.893350626,0.045429139,3.410843694,14.025,733
L,ulmus_parvifolia_todd,ulmus_parvifolia,100,South Australia,non-native,deciduous,28.09638889,38.5325,2.586444444,72.70785528,0.522590456,0.770689812,0.027419308,1.685694189,14.025,733
L,corymbia_citriodora,corymbia_citriodora,20,South Australia,native,evergreen,15.18833333,22.58958333,1.897916667,28.87187583,0.408484511,0.575829592,0.076037516,1.534926456,14.025,733
L,eucalyptus_sideroxylon_rosea,eucalyptus_sideroxylon,40,South Australia,native,evergreen,18.26933333,26.89,2.330711111,42.66037156,0.460366773,0.517846185,0.034441615,1.275816186,14.025,733
L,callistemon_kingsparkspecial,callistemon_kingsparkspecial,40,South Australia,native,evergreen,20.87875,24.07125,1.957875,40.69671375,0.907854983,0.517927489,0.093697164,2.174038485,14.025,733
L,lagerstroemia_indica_sioux,lagerstroemia_indica,20,South Australia,non-native,deciduous,14.73366667,19.84633333,1.461111111,21.49602567,0.294749954,0.267989541,0.017795818,0.482422904,14.025,733
L,melia_azedarach_caroline,melia_azedarach,40,South Australia,native,deciduous,33.67785714,48.37142857,2.032142857,68.60739,0.968433847,1.648871445,0.085732538,3.917180775,14.025,733
L,melia_azedarach_caroline,melia_azedarach,100,South Australia,native,deciduous,44.9990625,61.2884375,2.23425,101.1628653,1.732188357,2.550635612,0.046469748,5.244257267,14.025,733
L,corymbia_maculata,corymbia_maculata,40,South Australia,native,evergreen,20.27078947,27.21605263,2.343789474,47.72026632,0.641913972,0.769760024,0.061146434,2.164575897,14.025,733
L,ulmus_parvifolia_todd,ulmus_parvifolia,150,South Australia,non-native,deciduous,43.07583333,50.63166667,3.533833333,152.64811,1.715367996,1.668354312,0.122230497,9.779380375,14.025,733
L,lagerstroemia_indica_natchez,lagerstroemia_indica,20,South Australia,non-native,deciduous,13.78322581,19.76741935,1.797548387,25.03820903,0.446510036,0.462203108,0.050641048,1.293786981,14.025,733
L,fraxinus_pennsylvanica_cimmaron,fraxinus_pennsylvanica,40,South Australia,non-native,deciduous,24.67666667,54.76166667,2.462380952,60.76319976,0.333710085,11.37155285,0.034482948,1.190453637,14.025,733
L,lagerstroemia_indica_sioux,lagerstroemia_indica,40,South Australia,non-native,deciduous,15.25,20.235,1.590272727,24.16389091,0.399458725,0.426465921,0.039747176,0.611975008,14.025,733
L,eucalyptus_leucoxylon_rosea,eucalyptus_leucoxylon,100,South Australia,native,evergreen,27.84166667,36.583,2.299533333,64.042619,1.26715971,1.722628999,0.053726013,3.255523851,14.025,733
L,magnolia_grandiflora_littlegem,magnolia_grandiflora,100,South Australia,non-native,evergreen,46.21285714,63.96957143,2.683285714,123.9610993,0.376332327,1.553779093,0.068407294,3.07029579,14.025,733
L,angophora_costata,angophora_costata,20,South Australia,native,evergreen,13.49811111,23.06444444,1.372688889,18.67654544,0.318182309,0.415688768,0.023701614,0.646376932,14.025,733
L,callistemon_kingsparkspecial,callistemon_kingsparkspecial,20,South Australia,native,evergreen,14.61966667,18.93744444,1.770622222,25.89512367,0.185214822,0.176927453,0.028733261,0.544292181,14.025,733
L,pyrus_calleryana_clevelandselect,pyrus_calleryana,40,South Australia,non-native,deciduous,23.73291667,44.5875,2.2375,53.935475,1.320278962,3.125674685,0.092709509,4.779857332,14.025,733
L,eucalyptus_leucoxylon,eucalyptus_leucoxylon,20,South Australia,native,evergreen,15.3775,20.02147059,1.593794118,25.34385147,0.75962048,0.887888639,0.04744053,1.78621991,14.025,733
L,acer_rubrum_octoberglory,acer_rubrum,200,South Australia,non-native,deciduous,46.63111111,61.67222222,3.911666667,182.4582167,1.177296154,1.243698034,0.035107771,5.17488371,14.025,733
L,agonis_flexuosa,agonis_flexuosa,20,South Australia,native,evergreen,10.32277778,15.02711111,1.192488889,12.41147889,0.25263438,0.290262616,0.019300642,0.434228913,14.025,733
L,angophora_costata,angophora_costata,40,South Australia,native,evergreen,17.21609375,28.76078125,1.53078125,26.62582125,0.387186706,0.50021503,0.036149854,1.036901433,14.025,733
L,banksia_integrifolia,banksia_integrifolia,100,South Australia,native,evergreen,54.12083333,68.32,3.255833333,176.7331283,1.52137625,2.70174018,0.127437152,10.42974747,14.025,733
L,araucaria_heterophylla,araucaria_heterophylla,40,South Australia,native,evergreen,23.91576923,27.54288462,1.301384615,31.16161942,0.510250292,0.554273202,0.016993671,0.859271012,14.025,733
L,pyrus_calleryana_clevelandselect,pyrus_calleryana,20,South Australia,non-native,deciduous,18.13681818,34.5,1.682909091,30.99429091,0.937355631,1.374064971,0.070557063,2.386577936,14.025,733
L,eucalyptus_caesia,eucalyptus_caesia,45,South Australia,native,evergreen,16.79071429,22.04,2.053571429,34.63398214,0.894318328,1.46483625,0.130470551,3.394166685,14.025,733
L,fraxinus_pennsylvanica_cimmaron,fraxinus_pennsylvanica,20,South Australia,non-native,deciduous,19.27520833,35.56375,1.912291667,37.22104708,0.546521069,0.665784057,0.049604979,1.668359635,14.025,733
L,magnolia_grandiflora_littlegem,magnolia_grandiflora,200,South Australia,non-native,evergreen,51.0855,64.855,2.7332,139.562539,0.844520722,1.336090691,0.047076486,3.074609208,14.025,733
L,acer_rubrum_octoberglory,acer_rubrum,40,South Australia,non-native,deciduous,26.03928571,32.82642857,2.866142857,74.617515,0.351029826,0.554898333,0.05007548,1.639924713,14.025,733
L,zelkova_serrata_greenvase,zelkova_serrata,100,South Australia,non-native,deciduous,31.60722222,43.49972222,3.018388889,95.3255075,1.110092826,2.083904332,0.047617082,3.466911715,14.025,733
L,zelkova_serrata_greenvase,zelkova_serrata,40,South Australia,non-native,deciduous,19.63066667,28.14344444,2.137755556,42.15834411,0.323609012,0.788490564,0.051151401,1.353452281,14.025,733
L,banksia_integrifolia,banksia_integrifolia,14,South Australia,native,evergreen,17.51811111,33.14866667,1.288022222,22.79711944,0.426967025,0.45711528,0.029809759,0.858317362,14.025,733
M,brachychiton_acerifolius,brachychiton_acerifolius,100,Queensland,native,deciduous,49.17725,60.092,2.33575,114.953066,1.287183251,1.093934377,0.037565583,3.703039008,20.2,1283
M,brachychiton_acerifolius,brachychiton_acerifolius,150,Queensland,native,deciduous,67.2355,82.016,3.0042,202.9772705,3.211527367,3.358751984,0.08830173,13.50351745,20.2,1283
M,melaleuca_quinquenervia,melaleuca_quinquenervia,100,Queensland,native,evergreen,37.61842105,53.38026316,2.494473684,93.67513553,0.92350219,1.071105653,0.048163001,2.706863076,20.2,1283
M,elaeocarpus_reticulatus,elaeocarpus_reticulatus,45,Queensland,native,evergreen,21.08041667,28.26916667,1.71475,36.38321542,0.587912479,0.841444203,0.043260684,1.97833921,20.2,1283
M,elaeocarpus_reticulatus,elaeocarpus_reticulatus,27,Queensland,native,evergreen,19.998,26.481,1.6725,33.4745995,0.465455691,0.967324431,0.01801743,0.968650196,20.2,1283
M,melaleuca_quinquenervia,melaleuca_quinquenervia,52,Queensland,native,evergreen,30.96675,45.819075,2.12315,65.90326375,0.695290291,1.075163237,0.038251059,2.131248679,20.2,1283
M,flindersia_schottiana,flindersia_schottiana,52,Queensland,native,evergreen,34.14107143,46.78392857,2.626642857,89.67384143,0.467099767,1.312439028,0.041916008,1.886279156,20.2,1283
M,agathis_robusta,agathis_robusta,27,Queensland,native,evergreen,23.74177778,31.12488889,2.007688889,47.85653067,0.345985788,0.387251533,0.025190343,1.120781657,20.2,1283
M,angophora_costata,angophora_costata,27,Queensland,native,evergreen,13.84722222,20.28888889,1.596466667,22.16073878,0.216630449,0.301174883,0.02438462,0.531767587,20.2,1283
M,xanthostemon_chrysanthus,xanthostemon_chrysanthus,52,Queensland,native,evergreen,23.3725,33.182,2.4894,58.26136125,0.331866234,0.308163149,0.052239247,1.616669601,20.2,1283
M,ficus_microcarpa_hillii,ficus_microcarpa,200,Queensland,native,evergreen,68.5,78.736875,2.89975,199.1473631,1.609623126,1.763741695,0.114829338,10.8732037,20.2,1283
M,tristaniopsis_laurina_luscious,tristaniopsis_laurina,52,Queensland,native,evergreen,21.01165,29.72325,1.87585,39.4836524,0.31500382,0.52862337,0.022019044,0.917463897,20.2,1283
M,lophostemon_suaveolens,lophostemon_suaveolens,27,Queensland,native,evergreen,17.75666667,23.27211111,1.954866667,34.81576244,0.170754564,0.380966888,0.03043376,0.744258135,20.2,1283
M,eucalyptus_tereticornis,eucalyptus_tereticornis,27,Queensland,native,evergreen,26.47888889,35.92977778,2.060866667,54.85879267,0.38764088,0.567329892,0.041452938,1.658925967,20.2,1283
M,brachychiton_acerifolius,brachychiton_acerifolius,45,Queensland,native,deciduous,57.01777778,83.55155556,2.0428,117.1138663,1.065945928,1.267592423,0.032899842,3.517593783,20.2,1283
