nursery_site,species,genus_species,volume,climate_region,origin,leaf_type,calliper300.mean,rcd.mean,height_m.mean,sizeindex.mean,calliper300.se,rcd.se,height_m.se,sizeindex.se,MAT,MAP
U,brachychiton_rupestris,brachychiton_rupestris,100,Queensland,native,deciduous,73.3685,107.0166,2.5825,189.2739875,3.048625296,3.093227846,0.061304653,8.413117965,20.00833333,1650
U,corymbia_tessellaris,corymbia_tessellaris,45,Queensland,native,evergreen,20.56237778,28.67744444,1.860266667,38.75064982,0.523130621,0.767504164,0.045052903,1.565952108,20.00833333,1650
U,agathis_robusta,agathis_robusta,45,Queensland,native,evergreen,33.038125,41.02666667,2.467833333,81.94482625,0.65661612,0.904971608,0.050829841,2.956616789,20.00833333,1650
U,ficus_microcarpa_hillii,ficus_microcarpa,400,Queensland,native,evergreen,80.00166667,96.64277778,3.864333333,309.3034589,1.507862496,1.863321428,0.05286881,7.845097715,20.00833333,1650
U,ficus_macrophylla,ficus_macrophylla,400,Queensland,native,evergreen,103.4905017,163.2133941,4.239125,440.5248476,4.947513135,13.20968907,0.122899994,28.37946028,20.00833333,1650
U,ficus_macrophylla,ficus_macrophylla,45,Queensland,native,evergreen,24.92522222,38.50444444,1.380355556,34.577487,0.331767457,0.450983499,0.022377549,0.876634356,20.00833333,1650
U,araucaria_heterophylla,araucaria_heterophylla,100,Queensland,native,evergreen,45.397,52.52,3.2637,148.8798765,1.823230984,2.434914555,0.086388792,8.495819384,20.00833333,1650
U,delonix_regia,delonix_regia,100,Queensland,non-native,deciduous,37.72517647,47.42558824,2.455,93.00572194,0.781141907,1.008359716,0.048804758,3.589558441,20.00833333,1650
U,melia_azedarach,melia_azedarach,45,Queensland,native,deciduous,29.52857143,38.21833333,1.931928571,57.15923,0.419371463,0.67914599,0.030881746,1.349110572,20.00833333,1650
U,liquidambar_styraciflua,liquidambar_styraciflua,45,Queensland,non-native,deciduous,42.41043478,56.26043478,2.612652174,111.1504928,0.6915157,1.15963194,0.06793986,3.99136912,20.00833333,1650
U,lagerstroemia_indica_natchez,lagerstroemia_indica,45,Queensland,non-native,deciduous,22.3415625,28.110625,2.6685,59.90936375,0.640015091,0.758924935,0.073308708,2.706487989,20.00833333,1650
U,ficus_benjamina,ficus_benjamina,200,Queensland,non-native,evergreen,59.38975,66.7685,2.6342,156.585068,0.95257321,0.932417987,0.036756281,3.69596802,20.00833333,1650
U,brachychiton_rupestris,brachychiton_rupestris,45,Queensland,native,deciduous,61.05648148,94.37148148,2.214148148,135.7434435,1.156112974,1.419810559,0.05666138,4.989359931,20.00833333,1650
U,hibiscus_tiliaceus_rubra,hibiscus_tiliaceus,45,Queensland,native,evergreen,29.43458333,39.79875,1.963583333,58.06554667,1.086804542,0.983059565,0.066873859,3.406561964,20.00833333,1650
U,liquidambar_styraciflua,liquidambar_styraciflua,100,Queensland,non-native,deciduous,41.50625,60.0015,2.70235,112.7977683,0.878004681,1.406968657,0.069694494,4.674622879,20.00833333,1650
V,corymbia_ficifolia,corymbia_ficifolia,35,Victoria,native,evergreen,18.175,23.86727273,1.413363636,26.16726773,1.028312386,1.390819635,0.0917482,2.671842172,13.35833333,1085
V,waterhousea_floribunda,waterhousea_floribunda,150,Victoria,native,evergreen,64.60346154,77.27115385,3.734615385,242.0983854,1.448181816,1.422163862,0.06915252,9.218794233,13.35833333,1085
V,ficus_microcarpa_hilliiflash,ficus_microcarpa,35,Victoria,native,evergreen,26.21422222,30.88022222,1.461955556,38.37713378,0.218441562,0.235769477,0.013940348,0.572446855,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,eucalyptus_leucoxylon,50,Victoria,native,evergreen,19.88275,28.98675,1.9593,38.90708625,0.439935024,0.686569301,0.035676256,1.015391228,13.35833333,1085
V,melia_azedarach,melia_azedarach,200,Victoria,native,deciduous,89.73746466,109.0797194,3.718769231,333.981089,1.436959993,4.034196493,0.069137744,9.001076234,13.35833333,1085
V,lagerstroemia_indica_natchez,lagerstroemia_indica,200,Victoria,non-native,deciduous,64.1775,79.895,3.31825,213.3100475,1.383468618,1.678895967,0.087271965,10.12304712,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,eucalyptus_leucoxylon,35,Victoria,native,evergreen,17.01988889,26.28055556,1.426711111,24.72828367,0.607575857,0.54784899,0.031155988,1.295932232,13.35833333,1085
V,eucalyptus_reticulatus,eucalyptus_reticulatus,100,Victoria,native,evergreen,30.60375,34.685,2.26185,69.2785695,0.475794056,0.512460653,0.021490791,1.403607833,13.35833333,1085
V,corymbia_maculata,corymbia_maculata,100,Victoria,native,evergreen,51.4355,63.24425,4.26835,220.7932395,0.877754529,1.209533309,0.14125256,9.648131079,13.35833333,1085
V,jacaranda_mimosifolia,jacaranda_mimosifolia,200,Victoria,non-native,deciduous,53.005625,73.961875,3.89575,206.8068519,1.016031951,2.266162572,0.102008884,8.066406623,13.35833333,1085
V,brachychiton_acerifolius,brachychiton_acerifolius,50,Victoria,native,deciduous,69.2175,89.2375,2.4725,170.802675,9.0025,11.7675,0.0375,19.663025,13.35833333,1085
V,lagerstroemia_indica_sioux,lagerstroemia_indica,200,Victoria,non-native,deciduous,52.9275,56.9575,3.536,186.7850275,2.6375,1.6875,0.139,1.9692775,13.35833333,1085
V,lagerstroemia_indica_sioux,lagerstroemia_indica,100,Victoria,non-native,deciduous,39.35901743,43.9108488,2.76255,108.759915,0.419673143,0.421701327,0.037651831,1.939868714,13.35833333,1085
V,banksia_integrifolia,banksia_integrifolia,50,Victoria,native,evergreen,24.982,42.76575,1.41925,36.05348425,1.00574399,0.907393482,0.067255322,2.647176496,13.35833333,1085
V,pyrus_calleryana_clevelandselect,pyrus_calleryana,200,Victoria,non-native,deciduous,76.52285714,101.0282143,4.284571429,327.9724314,1.182079876,1.294812622,0.056227336,7.099148026,13.35833333,1085
V,lophostemon_confertus,lophostemon_confertus,35,Victoria,native,evergreen,19.00217391,31.06021739,1.629782609,31.30765565,0.55421381,0.720122785,0.045654613,1.645065538,13.35833333,1085
V,waterhousea_floribunda,waterhousea_floribunda,100,Victoria,native,evergreen,45.28972222,56.31027778,2.699055556,124.3026169,1.465735415,1.618292717,0.126260558,8.600458919,13.35833333,1085
V,magnolia_grandiflora_littlegem,magnolia_grandiflora,35,Victoria,non-native,evergreen,24.17644444,33.12888889,1.959977778,47.48193189,0.321644277,0.438566216,0.013822339,0.846864685,13.35833333,1085
V,tristaniopsis_laurina_luscious,tristaniopsis_laurina,100,Victoria,native,evergreen,38.71,59.43,2.747111111,106.4861425,0.555841087,0.904182818,0.032489504,2.364911838,13.35833333,1085
V,melia_azedarach,melia_azedarach,100,Victoria,native,deciduous,45.8175,55.99166667,3.233333333,148.9528625,1.276255428,1.117250096,0.149049358,10.39850264,13.35833333,1085
V,lagerstroemia_indica_natchez,lagerstroemia_indica,35,Victoria,non-native,deciduous,20.29086957,27.40565217,1.848565217,37.48459804,0.258578444,0.401649674,0.023405417,0.616269366,13.35833333,1085
V,acer_rubrum_octoberglory,acer_rubrum,150,Victoria,non-native,deciduous,63.8625,75.2,5.142,328.2558125,1.4725,2.58,0.085,2.1432825,13.35833333,1085
V,angophora_costata,angophora_costata,100,Victoria,native,evergreen,61.461,75.7555,3.81885,234.2079308,1.087613612,1.560128153,0.097432521,6.360535767,13.35833333,1085
V,acer_rubrum_octoberglory,acer_rubrum,35,Victoria,non-native,deciduous,23.79277778,31.39766667,2.463911111,58.73189978,0.290460039,0.308608829,0.044225887,1.334386477,13.35833333,1085
V,eucalyptus_reticulatus,eucalyptus_reticulatus,50,Victoria,native,evergreen,27.12166667,31.98666667,2.272333333,61.96979708,0.723195333,0.645658383,0.065091583,3.060715629,13.35833333,1085
V,lophostemon_confertus,lophostemon_confertus,100,Victoria,native,evergreen,31.21041667,43.73958333,2.299333333,71.76237458,0.718365268,1.333645672,0.05244338,2.340239747,13.35833333,1085
V,waterhousea_floribunda,waterhousea_floribunda,35,Victoria,native,evergreen,23.49655556,33.57422222,1.881933333,44.28734956,0.432504797,0.547071218,0.029140714,1.099751134,13.35833333,1085
V,lophostemon_confertus,lophostemon_confertus,50,Victoria,native,evergreen,29.861875,44.74625,2.7670625,82.68601219,0.423853324,1.457969728,0.04471926,1.89911878,13.35833333,1085
V,pyrus_calleryana_clevelandselect,pyrus_calleryana,100,Victoria,non-native,deciduous,33.67718596,45.00901791,2.4151,81.38093578,0.485824074,0.52932007,0.034834488,1.765293353,13.35833333,1085
V,acer_rubrum_octoberglory,acer_rubrum,100,Victoria,non-native,deciduous,38.40408777,51.37521563,4.2438,163.584814,0.613705823,0.951124697,0.069213271,4.871518429,13.35833333,1085
V,corymbia_maculata,corymbia_maculata,50,Victoria,native,evergreen,22.49925,33.1355,2.6501,59.742314,0.507681297,0.652881961,0.037527807,1.77939918,13.35833333,1085
V,lagerstroemia_indica_natchez,lagerstroemia_indica,18,Victoria,non-native,deciduous,27.00344444,32.41111111,2.628088889,71.09071022,0.334667588,0.379926458,0.045429097,1.671660825,13.35833333,1085
V,tristaniopsis_laurina,tristaniopsis_laurina,50,Victoria,native,evergreen,34.7835,51.01675,2.0727,71.85543975,1.015974131,0.911690468,0.066685637,2.622589172,13.35833333,1085
V,lagerstroemia_indica_natchez,lagerstroemia_indica,100,Victoria,non-native,deciduous,49.4865,62.166,2.8646,142.290022,1.719061929,1.652385784,0.105908577,8.247533239,13.35833333,1085
V,magnolia_grandiflora_littlegem,magnolia_grandiflora,150,Victoria,non-native,evergreen,36.605,50.57166667,2.499333333,91.50224333,0.243310501,1.721456102,0.030508651,1.704330314,13.35833333,1085
V,olea_europaea,olea_europaea,50,Victoria,non-native,evergreen,29.16277778,40.32111111,1.843,54.14824556,1.385826847,1.650597067,0.059611707,3.919185625,13.35833333,1085
V,eucalyptus_sideroxylon,eucalyptus_sideroxylon,50,Victoria,native,evergreen,26.75825,38.03225,2.58475,69.24183825,0.800102812,1.568914076,0.055625291,2.661725644,13.35833333,1085
V,brachychiton_acerifolius_jerilderiered,brachychiton_acerifolius,50,Victoria,native,deciduous,38.095,89.16,1.263285714,48.30967286,2.661491929,3.659402274,0.041428489,4.142143006,13.35833333,1085
V,magnolia_grandiflora_littlegem,magnolia_grandiflora,100,Victoria,non-native,evergreen,48.36718721,58.39394862,2.48925,120.4969395,0.609870532,0.813003121,0.021675948,2.153439016,13.35833333,1085
V,eucalyptus_leucoxylon_rosea,eucalyptus_leucoxylon,100,Victoria,native,evergreen,31.1735,45.8685,2.1872,68.4973155,1.201740416,2.092368946,0.058573752,3.920070287,13.35833333,1085
V,ficus_microcarpa_hilliiflash,ficus_microcarpa,50,Victoria,native,evergreen,19.22875,26.74525,1.37705,26.58680625,0.513983524,1.084659325,0.018488755,0.940618402,13.35833333,1085
V,banksia_integrifolia,banksia_integrifolia,35,Victoria,native,evergreen,21.07822222,35.39955556,1.960422222,41.53499356,0.460633735,0.614549536,0.049101384,1.538132348,13.35833333,1085
V,ficus_microcarpa_hilliiflash,ficus_microcarpa,100,Victoria,native,evergreen,47.825,63.225,2.4137,115.338175,0.930672507,1.921305409,0.017087561,2.11341481,13.35833333,1085
V,ulmus_parvifolia,ulmus_parvifolia,200,Victoria,non-native,deciduous,54.35166667,72.40416667,3.7,201.20028,1.041461847,1.407181235,0.072183562,6.188886632,13.35833333,1085
V,brachychiton_acerifolius_bellapink,brachychiton_acerifolius,100,Victoria,native,deciduous,74.98571429,114.6107143,2.891285714,216.9546664,1.055911042,2.202000289,0.041817469,5.484091526,13.35833333,1085
V,magnolia_grandiflora_littlegem,magnolia_grandiflora,15,Victoria,non-native,evergreen,18.47722222,25.72416667,1.744277778,32.27928319,0.2604025,0.391309285,0.014729336,0.590204212,13.35833333,1085
V,tristaniopsis_laurina_luscious,tristaniopsis_laurina,300,Victoria,native,evergreen,91.84,114.3825,3.7855,347.5907925,1.015,5.3025,0.0685,2.4487575,13.35833333,1085
V,magnolia_grandiflora_littlegem,magnolia_grandiflora,50,Victoria,non-native,evergreen,20.3505,26.7255,1.76335,35.91384525,0.331182471,0.405431365,0.015545227,0.743925751,13.35833333,1085
V,corymbia_ficifolia,corymbia_ficifolia,50,Victoria,native,evergreen,28.8545,32.905,2.3899,69.660409,0.88190918,0.7651927,0.065020721,3.524582309,13.35833333,1085
W,eucalyptus_grandis,eucalyptus_grandis,200,New South Wales,native,evergreen,55.86375,72.51325,3.5886,200.799238,0.745649212,1.035896337,0.047264563,4.629831312,17.76666667,1266
W,ulmus_parvifolia_todd,ulmus_parvifolia,700,New South Wales,non-native,deciduous,107.35375,129.6775,6.08675,652.7778713,1.808209721,2.245579454,0.145733418,8.630821828,17.76666667,1266
W,araucaria_heterophylla,araucaria_heterophylla,1200,New South Wales,native,evergreen,165.945554,187.8028328,7.180333333,1193.629393,5.107306123,7.641647434,0.846483379,154.4001449,17.76666667,1266
W,pyrus_calleryana_chanticleer,pyrus_calleryana,500,New South Wales,non-native,deciduous,90.41676083,117.2553102,5.122684211,461.5138853,2.252958099,2.595020629,0.201899547,18.14130982,17.76666667,1266
W,ficus_microcarpa_hilliiflash,ficus_microcarpa,600,New South Wales,native,evergreen,104.9208333,114.6325,5.331166667,559.7241125,0.745769643,1.771025009,0.20652093,24.0535337,17.76666667,1266
W,ficus_microcarpa_hilliiflash,ficus_microcarpa,1500,New South Wales,native,evergreen,180.3756022,197.1399228,7.372333333,1334.57648,6.964935832,2.807229329,0.343731646,112.4141186,17.76666667,1266
W,lagerstroemia_indica_tuscarora,lagerstroemia_indica,350,New South Wales,non-native,deciduous,65.43392857,77.52642857,4.814571429,315.1920654,0.465519377,1.095552125,0.080031979,6.236374479,17.76666667,1266
W,lophostemon_confertus,lophostemon_confertus,800,New South Wales,native,evergreen,106.152,129.809,5.863,624.955375,5.289770694,4.29441946,0.158503312,43.86774153,17.76666667,1266
W,corymbia_maculata_lowanna,corymbia_maculata,250,New South Wales,native,evergreen,70.68277778,94.34,4.444111111,316.9570994,2.100849053,1.616955945,0.193579329,21.57967748,17.76666667,1266
W,liquidambar_styraciflua,liquidambar_styraciflua,600,New South Wales,non-native,deciduous,87.579,120.4005,5.4251,475.503486,0.989087065,1.733093645,0.131878265,14.07451192,17.76666667,1266
W,quercus_virginiana ,quercus_virginiana ,600,New South Wales,non-native,evergreen,104.4511155,133.030796,5.088428571,531.3197926,1.699426781,2.430703878,0.088843282,12.37963174,17.76666667,1266
W,pyrus_calleryana_chanticleer,pyrus_calleryana,800,New South Wales,non-native,deciduous,120.2708775,173.0265529,6.481947368,780.5821532,3.309250529,5.584316955,0.079061323,25.32757854,17.76666667,1266
W,jacaranda_mimosifolia,jacaranda_mimosifolia,300,New South Wales,non-native,deciduous,67.7925,93.361,4.2367,287.1178365,1.577821327,1.563167511,0.10924143,9.727149581,17.76666667,1266
W,waterhousea_floribunda,waterhousea_floribunda,600,New South Wales,native,evergreen,117.0575,133.11,5.3725,629.0991,0.8225,3.92,0.2525,33.9759,17.76666667,1266
W,zelkova_serrata_greenvase,zelkova_serrata,400,New South Wales,non-native,deciduous,67.7915,93.9355,4.9775,337.8345668,1.023929871,1.544488116,0.077763322,8.317090589,17.76666667,1266
